,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,Tweet,cleaned_hashtag
2727,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-25 14:50:05,2,Barron Trump's School Won't Open For In-Person Instruction This Fall - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/0CH0vNnLVV,"[{'text': 'COVID19', 'indices': [71, 79]}, {'text': 'Covid', 'indices': [80, 86]}, {'text': 'Coronavirus', 'indices': [87, 99]}, {'text': 'trump', 'indices': [100, 106]}, {'text': 'Biden', 'indices': [107, 113]}, {'text': 'pandemic', 'indices': [114, 123]}, {'text': 'virus', 'indices': [165, 171]}, {'text': 'hotspot', 'indices': [172, 180]}, {'text': 'mask', 'indices': [181, 186]}, {'text': 'SchoolReopening', 'indices': [187, 203]}, {'text': 'trumpvirus', 'indices': [204, 215]}]","['barron', 'trump', 'school', 'open', 'person', 'instruction', 'fall']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
2728,ScarrittBennett,"Creating space where individuals and groups engage each other to achieve a more just world. 
#hospitalityisjustice #scarrittbennett #nashville","Nashville, TN",1735,1875,2206,2009-07-06 18:17:41,2020-07-25 14:50:03,1,"""...The disproportionate death rate of black and brown people from Covid-19 is no coincidence. It is directly related to the history of racial oppression in our nation."" 

#covid19 #pandemic #blacklivesmatter #racism https://t.co/J1AbQGb3Nr","[{'text': 'covid19', 'indices': [172, 180]}, {'text': 'pandemic', 'indices': [181, 190]}, {'text': 'blacklivesmatter', 'indices': [191, 208]}, {'text': 'racism', 'indices': [209, 216]}]","['the', 'disproportionate', 'death', 'rate', 'black', 'brown', 'people', 'covid', 'coincidence', 'directly', 'relate', 'history', 'racial', 'oppression', 'nation', 'covid19']","['#pandemic', '#blacklivesmatter', '#racism']"
2729,TheGenAboveMe,"Karen D. Austin USI/UE #gerontology #aging #amreading 📚 #RTTP Athens interpath #coexist #ally🏳️‍🌈 #ESC #Segullah #GAD #ENFJ, wife to INTX + mom to 🐶 & 2 YAs","Newburgh, IN",4231,5489,72862,2012-04-20 00:32:49,2020-07-25 14:50:00,0,Order curbside and tip well to help our #restaurants during the #pandemic. https://t.co/h7b3FW6cgJ,"[{'text': 'restaurants', 'indices': [40, 52]}, {'text': 'pandemic', 'indices': [64, 73]}]","['order', 'curbside', 'tip', 'well', 'help']","['#restaurants', '#pandemic.']"
2730,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-25 14:49:57,0,Hundreds of Texas bar owners pledge defiance to Abbott order - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/AosSSbZO88,"[{'text': 'COVID19', 'indices': [63, 71]}, {'text': 'Covid', 'indices': [72, 78]}, {'text': 'Coronavirus', 'indices': [79, 91]}, {'text': 'trump', 'indices': [92, 98]}, {'text': 'Biden', 'indices': [99, 105]}, {'text': 'pandemic', 'indices': [106, 115]}, {'text': 'virus', 'indices': [157, 163]}, {'text': 'hotspot', 'indices': [164, 172]}, {'text': 'mask', 'indices': [173, 178]}, {'text': 'SchoolReopening', 'indices': [179, 195]}, {'text': 'trumpvirus', 'indices': [196, 207]}]","['hundreds', 'texas', 'bar', 'owner', 'pledge', 'defiance', 'abbott', 'order']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
2731,AreteITServices,"Arete IT Services PVT Ltd is an ISO Certified Company Since 2008.We do Softwares,Mobile App,IOT products manufacturing,Medical coding , Pharmacovigilance More..","Vijayawada, India",230,2,21,2020-04-07 03:35:00,2020-07-25 14:49:55,0,"Lord #shivayya bless you with all prosperity and #happiness 
happy #NagPanchami to all of your family by #Arete_IT_Services &amp; #Arete_Productions.
 @Nagpanchmi #Vijayawada #NagPanchami2020 #Warangal #tirupathi #Hyderabad #covid19 #lockdown #coronavirus #trend #woman #temples https://t.co/dkalGVUZrg","[{'text': 'shivayya', 'indices': [5, 14]}, {'text': 'happiness', 'indices': [49, 59]}, {'text': 'NagPanchami', 'indices': [67, 79]}, {'text': 'Arete_IT_Services', 'indices': [105, 123]}, {'text': 'Arete_Productions', 'indices': [130, 148]}, {'text': 'Vijayawada', 'indices': [163, 174]}, {'text': 'NagPanchami2020', 'indices': [175, 191]}, {'text': 'Warangal', 'indices': [192, 201]}, {'text': 'tirupathi', 'indices': [202, 212]}, {'text': 'Hyderabad', 'indices': [213, 223]}, {'text': 'covid19', 'indices': [224, 232]}, {'text': 'lockdown', 'indices': [233, 242]}, {'text': 'coronavirus', 'indices': [243, 255]}, {'text': 'trend', 'indices': [256, 262]}, {'text': 'woman', 'indices': [263, 269]}, {'text': 'temples', 'indices': [270, 278]}]","['lord', 'bless', 'prosperity', 'happy', 'family', 'amp']","['#shivayya', '#happiness', '#NagPanchami', '#Arete_IT_Services', '#Arete_Productions.\n', '#Vijayawada', '#NagPanchami2020', '#Warangal', '#tirupathi', '#Hyderabad', '#covid19', '#lockdown', '#coronavirus', '#trend', '#woman', '#temples']"
2732,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-25 14:49:44,0,GOP shutters Senate with US on verge of economic catastrophe - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/2Pme9CSw52,"[{'text': 'COVID19', 'indices': [63, 71]}, {'text': 'Covid', 'indices': [72, 78]}, {'text': 'Coronavirus', 'indices': [79, 91]}, {'text': 'trump', 'indices': [92, 98]}, {'text': 'Biden', 'indices': [99, 105]}, {'text': 'pandemic', 'indices': [106, 115]}, {'text': 'virus', 'indices': [157, 163]}, {'text': 'hotspot', 'indices': [164, 172]}, {'text': 'mask', 'indices': [173, 178]}, {'text': 'SchoolReopening', 'indices': [179, 195]}, {'text': 'trumpvirus', 'indices': [196, 207]}]","['gop', 'shutter', 'senate', 'verge', 'economic', 'catastrophe']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
2733,Sailor_at_heart,"Master Mariner, Nautical Consultant, Instructional Designer, Disability rights advocate",Earth,202,46,432,2017-09-10 16:35:15,2020-07-25 14:49:38,0,"An interesting webinar on Approaches and Challenges for Person With Disability (#PWD) during #COVID__19 #Pandemic : Perspective of Professional Social Workers.
https://t.co/nbElw66vRk","[{'text': 'PWD', 'indices': [80, 84]}, {'text': 'COVID__19', 'indices': [93, 103]}, {'text': 'Pandemic', 'indices': [104, 113]}]","['interesting', 'webinar', 'approaches', 'challenge', 'person', 'disability', 'pwd', 'perspective', 'professional', 'social', 'workers']","['#COVID__19', '#Pandemic']"
2734,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-25 14:49:34,0,"91,000 people have died since the US reopened - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/qXoRAcNQNs","[{'text': 'COVID19', 'indices': [48, 56]}, {'text': 'Covid', 'indices': [57, 63]}, {'text': 'Coronavirus', 'indices': [64, 76]}, {'text': 'trump', 'indices': [77, 83]}, {'text': 'Biden', 'indices': [84, 90]}, {'text': 'pandemic', 'indices': [91, 100]}, {'text': 'virus', 'indices': [142, 148]}, {'text': 'hotspot', 'indices': [149, 157]}, {'text': 'mask', 'indices': [158, 163]}, {'text': 'SchoolReopening', 'indices': [164, 180]}, {'text': 'trumpvirus', 'indices': [181, 192]}]","['000', 'people', 'die', 'since', 'reopen']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
2735,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-25 14:49:26,0,‘Make America Normal Again’: Trump backers plead for a virus plan - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/ZiQaymvf9s,"[{'text': 'COVID19', 'indices': [68, 76]}, {'text': 'Covid', 'indices': [77, 83]}, {'text': 'Coronavirus', 'indices': [84, 96]}, {'text': 'trump', 'indices': [97, 103]}, {'text': 'Biden', 'indices': [104, 110]}, {'text': 'pandemic', 'indices': [111, 120]}, {'text': 'virus', 'indices': [162, 168]}, {'text': 'hotspot', 'indices': [169, 177]}, {'text': 'mask', 'indices': [178, 183]}, {'text': 'SchoolReopening', 'indices': [184, 200]}, {'text': 'trumpvirus', 'indices': [201, 212]}]","['make', 'america', 'normal', 'again', 'trump', 'backer', 'plead', 'virus', 'plan']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
2736,the_ironmans,We turn trash into gold at The Ironmans Craft. For more follow us or visit our online store  https://t.co/uKsPDlXysF. #Handcrafted #Handmade,Nelspruit,647,84,69,2020-05-06 02:10:55,2020-07-25 14:49:15,1,"We still taking orders. Free delivery for items above R600.00. For more, please visit our online store https://t.co/MlF1Qee0xa

#DJSBU #3Sixtylife #CovidBizSaver #joburgenterprises #smeonpoint #the_smme #Entrepreneurship #Startups #SmallBusiness #handcrafted #Buylocal #lockdown https://t.co/GGwjR2PtKC","[{'text': 'DJSBU', 'indices': [128, 134]}, {'text': '3Sixtylife', 'indices': [135, 146]}, {'text': 'CovidBizSaver', 'indices': [147, 161]}, {'text': 'joburgenterprises', 'indices': [162, 180]}, {'text': 'smeonpoint', 'indices': [181, 192]}, {'text': 'the_smme', 'indices': [193, 202]}, {'text': 'Entrepreneurship', 'indices': [203, 220]}, {'text': 'Startups', 'indices': [221, 230]}, {'text': 'SmallBusiness', 'indices': [231, 245]}, {'text': 'handcrafted', 'indices': [246, 258]}, {'text': 'Buylocal', 'indices': [259, 268]}, {'text': 'lockdown', 'indices': [269, 278]}]","['still', 'take', 'order', 'free', 'delivery', 'item', 'r600', 'more', 'please', 'visit', 'online', 'store']","['#3Sixtylife', '#CovidBizSaver', '#joburgenterprises', '#smeonpoint', '#the_smme', '#Entrepreneurship', '#Startups', '#SmallBusiness', '#handcrafted', '#Buylocal', '#lockdown']"
2737,theonkarshow,Dude from the #bbc #theweddingguru | #TheGreatIndoors| TV Presenter |Wedding Planner | Shopkeeper|Marketing Consultant| Basically An Entrepreneur,"Cardiff, Wales",194,147,531,2017-10-10 14:55:52,2020-07-25 14:49:01,0,No mask...ill do this 😅 #MaskMoaners  #Masks #shopsmallbusiness #lockdown # https://t.co/MAzUYDXrut,"[{'text': 'MaskMoaners', 'indices': [24, 36]}, {'text': 'Masks', 'indices': [38, 44]}, {'text': 'shopsmallbusiness', 'indices': [45, 63]}, {'text': 'lockdown', 'indices': [64, 73]}]","['mask', 'ill']","['#MaskMoaners', '#Masks', '#shopsmallbusiness', '#lockdown', '#']"
2738,MichaelOngRisk,"Finance expert in enterprise #risk management, #banking, and capital #markets; Professor of #Finance; #Physics; #Mathematics; Seeker of Light; Upholder of Truth",,4719,3707,9441,2017-02-05 16:36:44,2020-07-25 14:48:50,0,The Message Behind Gold’s Rally: The World Economy Is in Trouble - There was a time early on in the pandemic when the price of gold was in freefall https://t.co/cXhptGzzLD @markets #gold #metals #economy #global #financial #markets #commodities #recession #risk #dollar #pandemic,"[{'text': 'gold', 'indices': [181, 186]}, {'text': 'metals', 'indices': [187, 194]}, {'text': 'economy', 'indices': [195, 203]}, {'text': 'global', 'indices': [204, 211]}, {'text': 'financial', 'indices': [212, 222]}, {'text': 'markets', 'indices': [223, 231]}, {'text': 'commodities', 'indices': [232, 244]}, {'text': 'recession', 'indices': [245, 255]}, {'text': 'risk', 'indices': [256, 261]}, {'text': 'dollar', 'indices': [262, 269]}, {'text': 'pandemic', 'indices': [270, 279]}]","['message', 'behind', 'gold', 'rally', 'world', 'economy', 'trouble', 'time', 'early', 'pandemic', 'price', 'gold', 'freefall']","['#gold', '#metals', '#economy', '#global', '#financial', '#markets', '#commodities', '#recession', '#risk', '#dollar', '#pandemic']"
2739,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-25 14:47:53,0,Millions face homelessness as eviction moratorium ends - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/j4hsjXBFwh,"[{'text': 'COVID19', 'indices': [57, 65]}, {'text': 'Covid', 'indices': [66, 72]}, {'text': 'Coronavirus', 'indices': [73, 85]}, {'text': 'trump', 'indices': [86, 92]}, {'text': 'Biden', 'indices': [93, 99]}, {'text': 'pandemic', 'indices': [100, 109]}, {'text': 'virus', 'indices': [151, 157]}, {'text': 'hotspot', 'indices': [158, 166]}, {'text': 'mask', 'indices': [167, 172]}, {'text': 'SchoolReopening', 'indices': [173, 189]}, {'text': 'trumpvirus', 'indices': [190, 201]}]","['million', 'face', 'homelessness', 'eviction', 'moratorium', 'end']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
2740,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-25 14:47:40,0,Most major schools going online as COVID-19 cases spike - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/ai8YJe2mVw,"[{'text': 'COVID19', 'indices': [58, 66]}, {'text': 'Covid', 'indices': [67, 73]}, {'text': 'Coronavirus', 'indices': [74, 86]}, {'text': 'trump', 'indices': [87, 93]}, {'text': 'Biden', 'indices': [94, 100]}, {'text': 'pandemic', 'indices': [101, 110]}, {'text': 'virus', 'indices': [152, 158]}, {'text': 'hotspot', 'indices': [159, 167]}, {'text': 'mask', 'indices': [168, 173]}, {'text': 'SchoolReopening', 'indices': [174, 190]}, {'text': 'trumpvirus', 'indices': [191, 202]}]","['major', 'school', 'go', 'online', 'covid', 'case', 'spike']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
2741,scenesussex,Hello! Music/event press photography and press writer for Sussex. We photo and create top event reviews or gig promotions. We 💖a follow or retweet! Join in!,"South East, England",700,437,1050,2016-06-05 14:04:00,2020-07-25 14:47:35,0,#SceneSussex - brings you #LOCKDOWN 4 - 25/07/2020 a selection of #LIVE #MUSIC #Concert streams and recorded performance #TheMembers #TheBellRays #MarisaandTheMoths #NancyandTheDolls. Sit back and watch some live music - viewing guide / details here: https://t.co/lYrf4Gg9Uy https://t.co/ysSbLyCiWd,"[{'text': 'SceneSussex', 'indices': [0, 12]}, {'text': 'LOCKDOWN', 'indices': [26, 35]}, {'text': 'LIVE', 'indices': [66, 71]}, {'text': 'MUSIC', 'indices': [72, 78]}, {'text': 'Concert', 'indices': [79, 87]}, {'text': 'TheMembers', 'indices': [121, 132]}, {'text': 'TheBellRays', 'indices': [133, 145]}, {'text': 'MarisaandTheMoths', 'indices': [146, 164]}, {'text': 'NancyandTheDolls', 'indices': [165, 182]}]","['bring', '2020', 'selection', 'stream', 'record', 'performance', 'sit', 'back', 'watch', 'live', 'music', 'view', 'guide', 'detail', 'here']","['#SceneSussex', '#LOCKDOWN', '#LIVE', '#MUSIC', '#Concert', '#TheMembers', '#TheBellRays', '#MarisaandTheMoths', '#NancyandTheDolls.']"
2742,gorvamanila,"Your local plant-powered VITCH who's trying to do better! 💚💪🍃 More on, https://t.co/nh3BAw3mlT","Quezon City, Philippines",181,77,1627,2009-09-30 08:28:05,2020-07-25 14:47:27,0,"...our immune system needs to be more boosted—and it also reduces our risk of developing chronic diseases like heart disease, diabetes, and some cancers. I also share some simple, delicious, and healthy recipes that you can do at home in the below. #pandemic #pandemiclife https://t.co/XxsK6y8z7J","[{'text': 'pandemic', 'indices': [249, 258]}, {'text': 'pandemiclife', 'indices': [259, 272]}]","['-PRON-', 'immune', 'system', 'need', 'boost', 'and', 'also', 'reduce', 'risk', 'develop', 'chronic', 'disease', 'like', 'heart', 'disease', 'diabetes', 'cancer', 'also', 'share', 'simple', 'delicious', 'healthy', 'recipe', 'home', 'below']","['#pandemic', '#pandemiclife']"
2743,Hotpage_News,Top 50 Headlines of the Day #COVID19 #Coronavirus,United States,13313,26296,291133,2009-03-12 14:16:30,2020-07-25 14:47:20,0,75 percent of U.S. teachers fearful of COVID-19 in schools this fall - #COVID19 #Covid #Coronavirus #trump #Biden #pandemic                                          #virus #hotspot #mask #SchoolReopening #trumpvirus https://t.co/hRcExcdLtD,"[{'text': 'COVID19', 'indices': [71, 79]}, {'text': 'Covid', 'indices': [80, 86]}, {'text': 'Coronavirus', 'indices': [87, 99]}, {'text': 'trump', 'indices': [100, 106]}, {'text': 'Biden', 'indices': [107, 113]}, {'text': 'pandemic', 'indices': [114, 123]}, {'text': 'virus', 'indices': [165, 171]}, {'text': 'hotspot', 'indices': [172, 180]}, {'text': 'mask', 'indices': [181, 186]}, {'text': 'SchoolReopening', 'indices': [187, 203]}, {'text': 'trumpvirus', 'indices': [204, 215]}]","['percent', 'teacher', 'fearful', 'covid', 'school', 'fall']","['#COVID19', '#Covid', '#Coronavirus', '#trump', '#Biden', '#pandemic', '#virus', '#hotspot', '#mask', '#SchoolReopening', '#trumpvirus']"
2744,MISTERV4CORNERS,4 CURATED CORNERS https://t.co/CgkufX4SYZ | #4CORNERSONLINE,EVERYWHERE,97,8,458,2019-06-19 11:56:15,2020-07-25 14:47:01,0,"Perfect weather, great Friday evening celebrating #livemusic in #Hastings on #HastingsPier. 
-
#1066tweet #Lockdown #StaySafe @1066Tweets https://t.co/hO8Ew2nJLv","[{'text': 'livemusic', 'indices': [50, 60]}, {'text': 'Hastings', 'indices': [64, 73]}, {'text': 'HastingsPier', 'indices': [77, 90]}, {'text': '1066tweet', 'indices': [95, 105]}, {'text': 'Lockdown', 'indices': [106, 115]}, {'text': 'StaySafe', 'indices': [116, 125]}]","['perfect', 'weather', 'great', 'friday', 'evening', 'celebrate', '1066tweet']","['#livemusic', '#Hastings', '#HastingsPier.', '#Lockdown', '#StaySafe']"
